Time,StepDist,GPS_X,GPS_Y,Odo_X,Odo_Y,Est_X,Est_Y,rk2_Est_X,rk2_Est_Y,Theta
3.472,0.00186673,-0.386119,-0.736085,-0.625653,-0.354665,-0.313784,-0.666373,-0.313785,-0.666372,0.793111
3.488,0.0019311,-0.296021,-0.715715,-0.624292,-0.353295,-0.312095,-0.666017,-0.312098,-0.666014,0.788932
3.504,0.00186673,-0.288606,-0.67395,-0.622971,-0.351976,-0.310331,-0.664883,-0.310334,-0.66488,0.784759
3.52,0.00186673,-0.263693,-0.633051,-0.621645,-0.350662,-0.308098,-0.662959,-0.308101,-0.662956,0.780582
3.536,0.0019311,-0.244322,-0.656822,-0.620267,-0.349309,-0.305473,-0.66151,-0.305475,-0.661507,0.776401
3.552,0.00186673,-0.195718,-0.667755,-0.618932,-0.348004,-0.301969,-0.660356,-0.301971,-0.660355,0.774015
3.568,0.00199547,-0.358836,-0.647656,-0.617502,-0.346613,-0.301705,-0.658739,-0.301707,-0.658737,0.771624
3.584,0.00180236,-0.153632,-0.713383,-0.61621,-0.345356,-0.297477,-0.6586,-0.297477,-0.6586,0.77165
3.6,0.0019311,-0.252456,-0.74614,-0.614819,-0.344017,-0.295214,-0.659038,-0.295217,-0.659035,0.766281
3.616,0.0019311,-0.368489,-0.687784,-0.613423,-0.342683,-0.295311,-0.658306,-0.295313,-0.658303,0.762715
3.632,0.00186673,-0.273534,-0.654281,-0.612066,-0.3414,-0.293546,-0.656968,-0.293549,-0.656965,0.757342
3.648,0.00186673,-0.311965,-0.733474,-0.610705,-0.340123,-0.29258,-0.657247,-0.292583,-0.657244,0.753758
3.664,0.0019311,-0.178925,-0.65983,-0.609293,-0.338806,-0.288923,-0.656008,-0.288925,-0.656006,0.750161
3.68,0.0019311,-0.199669,-0.748137,-0.607875,-0.337495,-0.285749,-0.656565,-0.285751,-0.656563,0.746564
3.696,0.00186673,-0.268303,-0.724053,-0.6065,-0.336232,-0.284052,-0.656678,-0.284055,-0.656675,0.742965
3.712,0.0019311,-0.209328,-0.698963,-0.605076,-0.334928,-0.281162,-0.656246,-0.281163,-0.656244,0.741162
3.728,0.0019311,-0.20331,-0.692972,-0.603647,-0.33363,-0.278204,-0.655707,-0.278207,-0.655705,0.737557
3.744,0.00186673,-0.199061,-0.666415,-0.602263,-0.332377,-0.275265,-0.654694,-0.275266,-0.654693,0.735756
3.76,0.0019311,-0.206804,-0.642002,-0.600831,-0.331081,-0.272493,-0.65317,-0.272493,-0.65317,0.735777
3.776,0.0019311,-0.270346,-0.680453,-0.599395,-0.32979,-0.271043,-0.65245,-0.271045,-0.652448,0.732193
3.792,0.00186673,-0.24293,-0.752128,-0.598004,-0.328544,-0.269118,-0.653223,-0.269119,-0.653222,0.730417
3.808,0.00186673,-0.220626,-0.767048,-0.596612,-0.327301,-0.266783,-0.654282,-0.266784,-0.654281,0.72863
3.824,0.00186673,-0.2844,-0.665553,-0.595214,-0.326063,-0.265766,-0.653294,-0.265768,-0.653292,0.725044
3.84,0.00199547,-0.170818,-0.790856,-0.593719,-0.324743,-0.262401,-0.654751,-0.262402,-0.65475,0.723257
3.856,0.00186673,-0.231034,-0.6541,-0.592315,-0.323512,-0.260398,-0.653532,-0.2604,-0.65353,0.719662
3.872,0.00186673,-0.252921,-0.766015,-0.590909,-0.322284,-0.258871,-0.654579,-0.258872,-0.654577,0.717867
3.888,0.0019311,-0.257469,-0.54376,-0.58945,-0.321019,-0.257413,-0.651122,-0.257415,-0.65112,0.714265
3.904,0.00186673,-0.268089,-0.748269,-0.588037,-0.319799,-0.256242,-0.651869,-0.256243,-0.651868,0.712465
3.92,0.0019311,-0.197011,-0.70386,-0.586571,-0.318542,-0.253621,-0.651677,-0.253623,-0.651675,0.708859
3.936,0.0019311,-0.218008,-0.703636,-0.585103,-0.317288,-0.251469,-0.651487,-0.251471,-0.651486,0.707054
3.952,0.00186673,-0.0694814,-0.654022,-0.583684,-0.316075,-0.246439,-0.650349,-0.246439,-0.650349,0.707067
3.968,0.00186673,-0.179388,-0.749214,-0.582264,-0.314862,-0.243707,-0.651138,-0.243707,-0.651138,0.707078
3.984,0.0019311,-0.288016,-0.684362,-0.580794,-0.31361,-0.243152,-0.650576,-0.243153,-0.650575,0.705289
4,0.0019311,-0.281649,-0.59005,-0.579321,-0.312361,-0.242479,-0.648141,-0.24248,-0.64814,0.703505
4.016,0.00186673,-0.367022,-0.69361,-0.577896,-0.311156,-0.243573,-0.64787,-0.243574,-0.647868,0.701717
4.032,0.0019311,-0.308762,-0.688563,-0.576419,-0.309912,-0.243429,-0.647465,-0.24343,-0.647463,0.699925
4.048,0.00186673,-0.251998,-0.754775,-0.574989,-0.308712,-0.242199,-0.648435,-0.2422,-0.648434,0.698129
4.064,0.0019311,-0.232372,-0.627727,-0.573505,-0.307476,-0.240548,-0.646809,-0.24055,-0.646807,0.694533
4.08,0.0019311,-0.180065,-0.646105,-0.572021,-0.30624,-0.237885,-0.645584,-0.237885,-0.645584,0.694551
4.096,0.00186673,-0.115245,-0.715096,-0.570585,-0.305048,-0.234024,-0.645806,-0.234025,-0.645805,0.692749
4.112,0.00186673,-0.223044,-0.691744,-0.569146,-0.303859,-0.232395,-0.645559,-0.232396,-0.645558,0.690955
4.128,0.0019311,-0.227648,-0.602874,-0.567654,-0.302633,-0.230837,-0.643504,-0.230839,-0.643502,0.68736
4.144,0.0019311,-0.154976,-0.677267,-0.566159,-0.301411,-0.227855,-0.642982,-0.227856,-0.64298,0.685564
4.16,0.00186673,-0.294695,-0.632953,-0.564712,-0.300232,-0.227774,-0.641625,-0.227775,-0.641624,0.683759
4.176,0.00186673,-0.258083,-0.685454,-0.563262,-0.299055,-0.226959,-0.641349,-0.226961,-0.641348,0.681954
4.192,0.0019311,-0.244617,-0.587517,-0.561763,-0.297838,-0.225843,-0.639079,-0.225843,-0.639079,0.681964
4.208,0.00186673,-0.211707,-0.64368,-0.560312,-0.296664,-0.224138,-0.638021,-0.224139,-0.63802,0.680165
4.224,0.0019311,-0.16435,-0.605765,-0.558808,-0.295452,-0.221469,-0.636188,-0.22147,-0.636187,0.678373
4.24,0.00186673,-0.220689,-0.68214,-0.557353,-0.294283,-0.220027,-0.635962,-0.220028,-0.63596,0.676578
4.256,0.0019311,-0.21581,-0.627231,-0.555847,-0.293074,-0.218467,-0.634602,-0.218467,-0.634602,0.676592
4.272,0.0019311,-0.129055,-0.628199,-0.554341,-0.291865,-0.215203,-0.633289,-0.215203,-0.633289,0.6766
4.288,0.00186673,-0.262107,-0.568877,-0.552884,-0.290699,-0.214713,-0.630858,-0.214714,-0.630857,0.674805
4.304,0.0019311,-0.162329,-0.686227,-0.551376,-0.289492,-0.212188,-0.630783,-0.212188,-0.630783,0.674824
4.32,0.0019311,-0.240664,-0.530366,-0.549868,-0.288286,-0.21128,-0.627592,-0.21128,-0.627592,0.674834
4.336,0.00180236,-0.140691,-0.557017,-0.548461,-0.287159,-0.208489,-0.625077,-0.208489,-0.625077,0.674846
4.352,0.0019311,-0.267648,-0.637385,-0.546949,-0.285958,-0.20819,-0.624146,-0.208192,-0.624144,0.671254
4.368,0.00186673,-0.129265,-0.655478,-0.545483,-0.284803,-0.205175,-0.62364,-0.205177,-0.623638,0.667668
4.384,0.0019311,-0.171455,-0.620161,-0.543967,-0.283607,-0.203014,-0.622399,-0.203014,-0.622399,0.667678
4.4,0.00186673,-0.26682,-0.715997,-0.542499,-0.282454,-0.202852,-0.623141,-0.202853,-0.62314,0.665869
4.416,0.0019311,-0.214496,-0.614952,-0.54098,-0.281261,-0.201597,-0.621808,-0.201597,-0.621808,0.665876
4.432,0.0019311,-0.121764,-0.672732,-0.539464,-0.280065,-0.198514,-0.621655,-0.198513,-0.621656,0.667685
4.448,0.00186673,-0.130854,-0.635324,-0.537998,-0.278909,-0.195724,-0.620795,-0.195724,-0.620795,0.667688
4.464,0.0019311,-0.155275,-0.646984,-0.536481,-0.277714,-0.193429,-0.620147,-0.193429,-0.620147,0.667702
4.48,0.00186673,-0.159844,-0.730655,-0.535013,-0.27656,-0.191319,-0.621227,-0.19132,-0.621226,0.665909
4.496,0.0019311,-0.114192,-0.598764,-0.533495,-0.275367,-0.188288,-0.619609,-0.188288,-0.619609,0.665925
4.512,0.0019311,-0.160466,-0.64254,-0.531976,-0.274174,-0.186244,-0.618898,-0.186244,-0.618898,0.66593
4.528,0.00186673,-0.294801,-0.588052,-0.530506,-0.273024,-0.186974,-0.617154,-0.186975,-0.617153,0.66413
4.544,0.0019311,-0.193256,-0.549908,-0.528984,-0.271836,-0.185607,-0.614645,-0.185608,-0.614644,0.662333
4.56,0.00186673,-0.229434,-0.651985,-0.527514,-0.270686,-0.185043,-0.614264,-0.185042,-0.614266,0.664144
4.576,0.0019311,-0.170657,-0.547956,-0.525991,-0.269498,-0.183263,-0.611774,-0.183264,-0.611773,0.662334
4.592,0.00186673,-0.188603,-0.634448,-0.524517,-0.268353,-0.181926,-0.611105,-0.181927,-0.611104,0.660537
4.608,0.0019311,-0.214865,-0.606844,-0.522994,-0.267165,-0.181092,-0.609856,-0.181091,-0.609858,0.662348
4.624,0.00186673,-0.208938,-0.660509,-0.521522,-0.266017,-0.180206,-0.609744,-0.180206,-0.609744,0.662343
4.64,0.0019311,-0.145946,-0.616798,-0.519999,-0.26483,-0.178029,-0.608722,-0.178029,-0.608722,0.662349
4.656,0.0019311,-0.237222,-0.657168,-0.518477,-0.263642,-0.17772,-0.608527,-0.17772,-0.608527,0.662356
4.672,0.00186673,-0.181377,-0.57718,-0.517005,-0.262494,-0.176351,-0.606775,-0.176351,-0.606775,0.662362
4.688,0.00186673,-0.130444,-0.659033,-0.515533,-0.261346,-0.17399,-0.606695,-0.17399,-0.606695,0.662367
4.704,0.0019311,-0.159649,-0.643686,-0.51401,-0.260158,-0.172211,-0.606271,-0.172211,-0.606271,0.662372
4.72,0.0019311,-0.233513,-0.611219,-0.512487,-0.258971,-0.171945,-0.605206,-0.171945,-0.605206,0.662376
4.736,0.00186673,-0.23866,-0.63022,-0.511017,-0.25782,-0.171839,-0.604579,-0.171838,-0.60458,0.664185
4.752,0.0019311,-0.0736543,-0.615921,-0.509497,-0.25663,-0.168385,-0.603639,-0.168385,-0.603639,0.664184
4.768,0.00186673,-0.172666,-0.581614,-0.508027,-0.255479,-0.16703,-0.602071,-0.16703,-0.602071,0.664191
4.784,0.00186673,-0.198138,-0.650793,-0.506557,-0.254328,-0.166212,-0.601917,-0.166212,-0.601917,0.664195
4.8,0.0019311,-0.127263,-0.636125,-0.505036,-0.253138,-0.163943,-0.601435,-0.163943,-0.601435,0.664198
4.816,0.0019311,-0.212047,-0.578243,-0.503516,-0.251948,-0.163414,-0.599805,-0.163414,-0.599805,0.664199
4.832,0.0019311,-0.248564,-0.586267,-0.501995,-0.250757,-0.163627,-0.598367,-0.163627,-0.598367,0.664199
4.848,0.00186673,-0.176945,-0.591121,-0.500523,-0.249609,-0.162451,-0.597097,-0.162452,-0.597096,0.662393
4.864,0.00186673,-0.199818,-0.665859,-0.499051,-0.248461,-0.161756,-0.597347,-0.161756,-0.597347,0.662396
4.88,0.0019311,-0.151522,-0.559425,-0.497528,-0.247274,-0.160059,-0.595425,-0.160059,-0.595425,0.66239
4.896,0.00186673,-0.171464,-0.549857,-0.496056,-0.246125,-0.158845,-0.593389,-0.158845,-0.593389,0.662387
4.912,0.0019311,-0.210648,-0.615576,-0.494534,-0.244938,-0.158388,-0.592669,-0.158388,-0.592669,0.662385
4.928,0.00186673,-0.201678,-0.553686,-0.493064,-0.243787,-0.157814,-0.590761,-0.157813,-0.590762,0.664191
4.944,0.0019311,-0.182734,-0.520327,-0.491543,-0.242597,-0.156822,-0.588186,-0.156822,-0.588186,0.664187
4.96,0.0019311,-0.193283,-0.576509,-0.490023,-0.241406,-0.156061,-0.586786,-0.156061,-0.586786,0.664192
4.976,0.00186673,-0.14126,-0.545006,-0.488553,-0.240256,-0.154324,-0.584823,-0.154324,-0.584823,0.664195
4.992,0.00186673,-0.192131,-0.519507,-0.487087,-0.2391,-0.153644,-0.582383,-0.153642,-0.582386,0.6678
5.008,0.0019311,-0.162885,-0.479755,-0.485573,-0.237901,-0.152345,-0.579156,-0.152344,-0.579158,0.669601
5.024,0.0019311,-0.163047,-0.537063,-0.484059,-0.236703,-0.151075,-0.57714,-0.151075,-0.57714,0.669607
5.04,0.00186673,-0.193894,-0.587283,-0.482595,-0.235544,-0.150497,-0.576207,-0.150497,-0.576207,0.669616
5.056,0.0019311,-0.127855,-0.532702,-0.481083,-0.234343,-0.148563,-0.57416,-0.148562,-0.574161,0.671425
5.072,0.00186673,-0.193328,-0.600136,-0.479624,-0.233179,-0.148028,-0.573539,-0.148027,-0.57354,0.673229
5.088,0.00186673,-0.101568,-0.519899,-0.478167,-0.232012,-0.145671,-0.571323,-0.14567,-0.571324,0.675035
5.104,0.0019311,-0.152372,-0.549966,-0.476659,-0.230805,-0.144327,-0.569713,-0.144327,-0.569713,0.675034
5.12,0.00186673,-0.111183,-0.474723,-0.475204,-0.229636,-0.142238,-0.566667,-0.142237,-0.566668,0.676843
5.136,0.00199547,-0.181528,-0.535041,-0.47365,-0.228383,-0.141502,-0.564807,-0.141501,-0.564808,0.678645
5.152,0.00186673,-0.100342,-0.482007,-0.472195,-0.227214,-0.139252,-0.562005,-0.139253,-0.562004,0.676835
5.168,0.00186673,-0.192161,-0.556804,-0.470742,-0.226042,-0.138886,-0.560753,-0.138885,-0.560754,0.678644
5.184,0.0019311,-0.135657,-0.554188,-0.469241,-0.224827,-0.137351,-0.559431,-0.13735,-0.559432,0.680439
5.2,0.0019311,-0.158553,-0.548303,-0.467744,-0.223607,-0.136308,-0.558012,-0.136306,-0.558015,0.684038
5.216,0.00186673,-0.135286,-0.5303,-0.466302,-0.222422,-0.134874,-0.556297,-0.134872,-0.5563,0.687638
5.232,0.00186673,-0.104792,-0.699435,-0.464859,-0.221238,-0.132859,-0.557999,-0.132859,-0.557999,0.687634
5.248,0.0019311,-0.11779,-0.541201,-0.463369,-0.220009,-0.131097,-0.556459,-0.131096,-0.55646,0.689446
5.264,0.0019311,-0.208584,-0.535348,-0.461884,-0.218775,-0.131191,-0.554828,-0.131189,-0.55483,0.693047
5.28,0.00186673,-0.181859,-0.588004,-0.46045,-0.21758,-0.130799,-0.55432,-0.130798,-0.554321,0.694847
5.296,0.0019311,-0.107526,-0.611031,-0.458966,-0.216344,-0.12888,-0.554242,-0.12888,-0.554242,0.694845
5.312,0.00186673,-0.160916,-0.502863,-0.457535,-0.215146,-0.128118,-0.552041,-0.128116,-0.552042,0.69665
5.328,0.0019311,-0.0197352,-0.526761,-0.456056,-0.213904,-0.124501,-0.550318,-0.124499,-0.55032,0.698446
5.344,0.00186673,-0.08629,-0.594235,-0.454626,-0.212704,-0.122335,-0.55002,-0.122335,-0.55002,0.698434
5.36,0.0019311,-0.221302,-0.556433,-0.453149,-0.211459,-0.122867,-0.548929,-0.122866,-0.54893,0.700233
5.376,0.00186673,-0.210558,-0.670915,-0.451724,-0.210254,-0.123224,-0.550188,-0.123223,-0.550189,0.702026
5.392,0.0019311,-0.12999,-0.616748,-0.450256,-0.208999,-0.121921,-0.550289,-0.121918,-0.550293,0.707413
5.408,0.00186673,-0.20272,-0.497322,-0.44884,-0.207783,-0.122149,-0.548038,-0.122148,-0.548039,0.709207
5.424,0.0019311,-0.160389,-0.486713,-0.447377,-0.206523,-0.12148,-0.545577,-0.121479,-0.545578,0.71102
5.44,0.00186673,-0.0942748,-0.446582,-0.445967,-0.2053,-0.119554,-0.542398,-0.119552,-0.5424,0.714628
5.456,0.0019311,-0.197934,-0.4848,-0.444512,-0.204029,-0.119697,-0.540001,-0.119694,-0.540003,0.718232
5.472,0.00186673,-0.181568,-0.483298,-0.443111,-0.202796,-0.119561,-0.537658,-0.119559,-0.53766,0.721842
5.488,0.0019311,-0.11525,-0.517555,-0.441666,-0.201514,-0.118059,-0.536,-0.118057,-0.536003,0.725454
5.504,0.00186673,-0.114128,-0.576255,-0.440272,-0.200273,-0.116614,-0.535589,-0.116613,-0.53559,0.72727
5.52,0.0019311,-0.165264,-0.41041,-0.438832,-0.198987,-0.116175,-0.531825,-0.116174,-0.531826,0.72909
5.536,0.00186673,-0.101474,-0.566778,-0.437442,-0.197741,-0.114519,-0.531302,-0.114518,-0.531304,0.730906
5.552,0.0019311,-0.115888,-0.5206,-0.436009,-0.196446,-0.113142,-0.52982,-0.11314,-0.529823,0.734517
5.568,0.0019311,-0.059553,-0.566241,-0.43458,-0.195147,-0.11067,-0.529275,-0.110668,-0.529277,0.738125
5.584,0.00186673,-0.125212,-0.434668,-0.433204,-0.193886,-0.109612,-0.526147,-0.10961,-0.526149,0.741739
5.6,0.0019311,-0.154456,-0.560324,-0.431787,-0.192574,-0.109121,-0.525544,-0.109117,-0.525548,0.747144
5.616,0.00186673,-0.120236,-0.502743,-0.430425,-0.191298,-0.108008,-0.523838,-0.108004,-0.523842,0.752553
5.632,0.0019311,-0.0853526,-0.446731,-0.42902,-0.189973,-0.106178,-0.520997,-0.106176,-0.521,0.75618
5.648,0.00186673,-0.0912566,-0.508518,-0.427666,-0.188687,-0.104553,-0.519488,-0.104551,-0.51949,0.759815
5.664,0.0019311,-0.120025,-0.482998,-0.426271,-0.187352,-0.103495,-0.517449,-0.103493,-0.517452,0.763447
5.68,0.0019311,-0.0838323,-0.539116,-0.424881,-0.186011,-0.10174,-0.516569,-0.101737,-0.516572,0.767078
5.696,0.00186673,-0.105116,-0.423191,-0.423542,-0.184711,-0.100495,-0.513427,-0.100493,-0.51343,0.770709
5.712,0.0019311,-0.152916,-0.673957,-0.422161,-0.183361,-0.10019,-0.515315,-0.100188,-0.515317,0.774341
5.728,0.00186673,-0.15678,-0.505437,-0.420832,-0.18205,-0.100019,-0.513833,-0.100017,-0.513835,0.777974
5.744,0.00186673,-0.156461,-0.593886,-0.419504,-0.180738,-0.0998471,-0.514148,-0.0998459,-0.514149,0.77981
5.76,0.0019311,-0.176773,-0.6069,-0.418136,-0.179375,-0.100045,-0.514667,-0.100042,-0.51467,0.783448
5.776,0.0019311,-0.0365035,-0.441158,-0.416773,-0.178007,-0.097438,-0.511857,-0.0974356,-0.511859,0.78708
5.792,0.0019311,-0.0409601,-0.54822,-0.415417,-0.176632,-0.0949798,-0.511236,-0.0949762,-0.51124,0.792488
5.808,0.00186673,-0.151397,-0.524966,-0.414114,-0.175296,-0.0948309,-0.510201,-0.0948273,-0.510205,0.797902
5.824,0.00186673,-0.0970811,-0.469527,-0.412815,-0.173955,-0.0936033,-0.508073,-0.0936009,-0.508076,0.801549
5.84,0.0019311,-0.049992,-0.440354,-0.41148,-0.17256,-0.0914221,-0.505352,-0.0914184,-0.505356,0.806971
5.856,0.00186673,-0.137922,-0.485379,-0.410196,-0.171205,-0.0910939,-0.503625,-0.0910903,-0.503628,0.812394
5.872,0.00186673,-0.153365,-0.55346,-0.40892,-0.169842,-0.0910896,-0.503286,-0.0910854,-0.50329,0.818714
5.888,0.00186673,-0.173006,-0.505974,-0.407654,-0.16847,-0.0914866,-0.501996,-0.0914824,-0.501999,0.825034
5.904,0.0019311,-0.120845,-0.529572,-0.406352,-0.167044,-0.0907985,-0.501149,-0.090794,-0.501153,0.831357
5.92,0.00186673,-0.107306,-0.517822,-0.405103,-0.165656,-0.0899044,-0.500123,-0.0899001,-0.500127,0.837684
5.936,0.00186673,-0.109484,-0.375772,-0.403862,-0.164263,-0.0890792,-0.49627,-0.0890755,-0.496273,0.84312
5.952,0.0019311,-0.148207,-0.458141,-0.402583,-0.162816,-0.0890082,-0.494089,-0.0890056,-0.494092,0.8468
5.968,0.0019311,-0.0488201,-0.500919,-0.401311,-0.161362,-0.0869586,-0.492801,-0.0869547,-0.492805,0.852235
5.984,0.00186673,-0.0629344,-0.45091,-0.40009,-0.15995,-0.0852813,-0.49058,-0.0852776,-0.490583,0.857666
6,0.0019311,-0.110842,-0.46631,-0.398835,-0.158483,-0.0845623,-0.488657,-0.0845584,-0.48866,0.8631
6.016,0.00186673,-0.0671646,-0.465421,-0.397629,-0.157058,-0.0830326,-0.486795,-0.0830288,-0.486799,0.868535
6.032,0.0019311,0.00564737,-0.475746,-0.39639,-0.155577,-0.0800445,-0.485123,-0.0800405,-0.485126,0.873972
6.048,0.00186673,-0.0975558,-0.486116,-0.395199,-0.154139,-0.0792283,-0.483734,-0.0792244,-0.483737,0.879411
6.064,0.0019311,-0.0357692,-0.471033,-0.393976,-0.152645,-0.0771604,-0.482015,-0.0771564,-0.482018,0.884851
6.08,0.00186673,-0.123401,-0.44325,-0.392802,-0.151194,-0.0769342,-0.479818,-0.0769303,-0.479821,0.890293
6.096,0.00186673,-0.0718506,-0.565918,-0.391636,-0.149735,-0.0756905,-0.480111,-0.075686,-0.480114,0.896627
6.112,0.0019311,-0.100777,-0.554545,-0.390439,-0.14822,-0.0750189,-0.480115,-0.0750149,-0.480118,0.902071
6.128,0.0019311,-0.0964004,-0.390013,-0.38925,-0.146699,-0.0742814,-0.476821,-0.0742773,-0.476825,0.90752
6.144,0.00186673,-0.0896954,-0.431529,-0.38811,-0.14522,-0.0734724,-0.474467,-0.0734678,-0.47447,0.91386
6.16,0.00186673,-0.0794885,-0.469767,-0.386979,-0.143735,-0.0724848,-0.472917,-0.0724802,-0.472921,0.9202
6.176,0.00186673,-0.102819,-0.518245,-0.385858,-0.142242,-0.0719927,-0.472361,-0.0719881,-0.472365,0.926545
6.192,0.00186673,-0.05262,-0.432268,-0.384748,-0.140742,-0.0705171,-0.470089,-0.0705118,-0.470093,0.933781
6.208,0.00180236,-0.0627428,-0.443055,-0.383686,-0.139285,-0.0693214,-0.46812,-0.0693162,-0.468124,0.941019
6.224,0.00186673,-0.0439842,-0.421001,-0.382598,-0.137769,-0.0677479,-0.465692,-0.0677425,-0.465696,0.948258
6.24,0.00173799,-0.0847877,-0.413827,-0.381596,-0.136348,-0.0671068,-0.463263,-0.0671012,-0.463267,0.956385
6.256,0.00186673,-0.0353755,-0.439516,-0.380532,-0.134814,-0.0654298,-0.461285,-0.0654237,-0.461289,0.964514
6.272,0.00180236,-0.0420365,-0.325086,-0.379516,-0.133326,-0.063966,-0.457102,-0.0639607,-0.457105,0.971764
6.288,0.00186673,0.0276752,-0.38601,-0.378475,-0.131777,-0.0611127,-0.454162,-0.0611072,-0.454165,0.979019
6.304,0.00186673,-0.132907,-0.370402,-0.377445,-0.13022,-0.0615391,-0.450961,-0.0615335,-0.450964,0.986275
6.32,0.00180236,0.0421363,-0.497512,-0.376461,-0.12871,-0.0585016,-0.450412,-0.0584963,-0.450415,0.993532
6.336,0.0019311,-0.146003,-0.359404,-0.375418,-0.127085,-0.059229,-0.446999,-0.0592239,-0.447002,0.999904
6.352,0.00186673,-0.0529326,-0.494332,-0.374419,-0.125508,-0.0581243,-0.4464,-0.0581194,-0.446403,1.00628
6.368,0.00186673,-0.00275173,-0.478295,-0.37343,-0.123924,-0.056048,-0.445486,-0.0560431,-0.44549,1.01266
6.384,0.00180236,0.00973293,-0.458678,-0.372488,-0.122388,-0.0538092,-0.444244,-0.053803,-0.444248,1.0208
6.4,0.00180236,-0.0304491,-0.556249,-0.371559,-0.120843,-0.052431,-0.444971,-0.0524249,-0.444975,1.02895
6.416,0.00186673,-0.0643685,-0.476917,-0.370609,-0.119236,-0.0517391,-0.444035,-0.0517327,-0.444039,1.0371
6.432,0.00180236,-0.0826688,-0.5558,-0.369705,-0.117677,-0.0514716,-0.444742,-0.0514654,-0.444746,1.04526
6.448,0.00180236,-0.060054,-0.450258,-0.368813,-0.116111,-0.0507696,-0.443318,-0.0507634,-0.443321,1.05342
6.464,0.00186673,-0.000564777,-0.504619,-0.367903,-0.114481,-0.0488737,-0.442946,-0.0488672,-0.44295,1.06159
6.48,0.00180236,-0.0634312,-0.475614,-0.367038,-0.1129,-0.0483165,-0.442051,-0.0483101,-0.442054,1.06976
6.496,0.00180236,-0.0874423,-0.422921,-0.366185,-0.111312,-0.0482632,-0.440112,-0.0482569,-0.440115,1.07793
6.512,0.00186673,-0.0385484,-0.485555,-0.365314,-0.109661,-0.0472151,-0.439403,-0.0472092,-0.439406,1.08522
6.528,0.00186673,-0.0518563,-0.406113,-0.364454,-0.108004,-0.046466,-0.437113,-0.0464601,-0.437116,1.09252
6.544,0.00186673,0.00882658,-0.525618,-0.363606,-0.106341,-0.0445286,-0.437253,-0.0445234,-0.437256,1.09893
6.56,0.00186673,-0.00494492,-0.410526,-0.362768,-0.104673,-0.0429158,-0.435084,-0.0429106,-0.435087,1.10535
6.576,0.00180236,-0.09255,-0.496128,-0.361971,-0.103056,-0.0431273,-0.434721,-0.0431215,-0.434724,1.11265
6.592,0.00186673,-0.015292,-0.425827,-0.361157,-0.101376,-0.0417735,-0.432896,-0.0417675,-0.432899,1.11995
6.608,0.00180236,0.0105799,-0.444219,-0.360385,-0.0997477,-0.0399698,-0.431527,-0.0399633,-0.43153,1.12813
6.624,0.00186673,0.056066,-0.449225,-0.3596,-0.0980544,-0.037279,-0.430221,-0.0372722,-0.430225,1.13632
6.64,0.00180236,-0.0602003,-0.48274,-0.358854,-0.0964133,-0.0370071,-0.429663,-0.0370005,-0.429666,1.14452
6.656,0.00186673,-0.114281,-0.427881,-0.358095,-0.094708,-0.0378084,-0.427957,-0.0378023,-0.427959,1.15184
6.672,0.00180236,-0.0349432,-0.402278,-0.357375,-0.0930556,-0.0370458,-0.425824,-0.0370392,-0.425827,1.16005
6.688,0.00186673,-0.0144135,-0.435022,-0.356643,-0.0913387,-0.035875,-0.424325,-0.0358688,-0.424328,1.16737
6.704,0.00180236,0.0271211,-0.456405,-0.355949,-0.0896753,-0.033935,-0.423337,-0.0339283,-0.423339,1.17559
6.72,0.00186673,0.0533941,-0.433852,-0.355243,-0.0879472,-0.0314965,-0.421853,-0.0314903,-0.421856,1.18292
6.736,0.00180236,0.0187649,-0.42155,-0.354573,-0.0862738,-0.0298353,-0.420207,-0.0298292,-0.42021,1.19026
6.752,0.00186673,-0.0592292,-0.454323,-0.353893,-0.0845355,-0.0297561,-0.419186,-0.0297499,-0.419189,1.19759
6.768,0.00186673,-0.0111838,-0.549515,-0.353225,-0.0827924,-0.0287302,-0.420084,-0.028724,-0.420087,1.20493
6.784,0.00186673,0.0146073,-0.482368,-0.352568,-0.0810449,-0.02722,-0.419618,-0.0272145,-0.41962,1.21139
6.8,0.00186673,-0.00854683,-0.438843,-0.351923,-0.0792932,-0.0262142,-0.418285,-0.0262087,-0.418288,1.21785
6.816,0.00186673,-0.0420116,-0.317082,-0.351289,-0.0775374,-0.0259089,-0.414541,-0.0259034,-0.414543,1.22431
6.832,0.00186673,-0.0612467,-0.415088,-0.350665,-0.0757781,-0.026004,-0.412828,-0.0259992,-0.412829,1.22988
6.848,0.0019311,0.0697372,-0.401125,-0.350029,-0.0739546,-0.0234664,-0.410806,-0.0234614,-0.410808,1.23546
6.864,0.00186673,-0.03475,-0.515463,-0.349426,-0.0721879,-0.0231012,-0.411168,-0.0230956,-0.41117,1.24193
6.88,0.00186673,-0.0558902,-0.344259,-0.348835,-0.0704174,-0.0231774,-0.408095,-0.0231718,-0.408097,1.24839
6.896,0.00186673,-0.0181524,-0.539726,-0.348255,-0.068643,-0.0225085,-0.408989,-0.0225028,-0.408991,1.25486
6.912,0.00186673,0.0436805,-0.435968,-0.347686,-0.066865,-0.0206276,-0.407786,-0.0206219,-0.407788,1.26134
